"1","35","1988-04-05 18:32:54"
"2","47","2007-10-02 04:12:22"
"3","41","1985-05-04 22:22:00"
"4","44","2002-12-14 03:21:28"
"5","1","2020-01-31 11:09:39"
"6","0","1977-03-03 10:56:29"
"7","77","2002-11-08 13:29:34"
"8","75","1975-03-30 13:47:35"
"9","42","2002-02-05 03:09:09"
"10","56","1971-12-17 08:56:42"
"11","67","2020-08-01 12:40:41"
"12","96","1991-11-01 15:41:33"
"13","79","2019-06-02 18:22:30"
"14","88","2014-11-25 18:23:55"
"15","72","1991-06-27 07:14:37"
"16","56","1994-10-02 18:09:44"
"17","47","2021-02-07 09:18:53"
"18","57","2001-03-02 05:30:56"
"19","72","1984-02-20 13:31:59"
"20","12","2014-06-18 11:17:34"
"21","97","2000-03-31 09:02:11"
"22","82","2018-01-10 03:26:51"
"23","25","1982-04-20 02:06:48"
"24","43","1972-02-03 15:36:51"
"25","80","2014-12-19 18:02:06"
"26","61","2002-11-13 12:49:30"
"27","86","2017-12-18 19:53:10"
"28","96","1972-11-08 18:07:32"
"29","8","2018-02-27 23:23:30"
"30","74","2011-01-10 07:58:37"
"31","9","2014-06-09 11:53:42"
"32","38","2017-02-10 08:46:24"
"33","17","1995-02-05 23:55:40"
"34","8","1975-05-14 20:29:29"
"35","64","1981-08-24 10:56:28"
"36","85","2006-09-29 08:11:41"
"37","31","1975-04-23 22:09:25"
"38","12","1989-02-14 10:43:41"
"39","12","1998-09-27 13:32:38"
"40","59","1996-11-16 14:18:04"
"41","15","2006-07-10 15:59:18"
"42","80","1987-04-29 18:54:17"
"43","21","1973-05-17 03:39:42"
"44","4","2018-11-05 02:01:57"
"45","26","1997-09-14 02:47:17"
"46","11","2011-12-02 16:44:17"
"47","61","2006-12-18 17:09:59"
"48","17","1991-09-30 22:12:18"
"49","11","2012-07-14 19:55:21"
"50","42","1990-12-30 05:15:11"
"51","69","2000-07-01 14:47:30"
"52","92","2019-04-23 09:59:52"
"53","44","2008-11-21 09:31:29"
"54","49","2012-12-31 02:27:27"
"55","32","1999-11-24 11:47:43"
"56","69","2021-08-07 13:11:07"
"57","85","1979-01-21 11:38:51"
"58","91","1995-06-12 12:54:17"
"59","77","2016-06-07 02:15:48"
"60","86","1986-01-15 00:35:00"
"61","44","1991-11-03 09:09:54"
"62","55","2011-01-24 04:55:23"
"63","74","1971-04-26 00:27:44"
"64","12","2023-08-09 23:35:55"
"65","77","2022-02-10 00:24:18"
"66","74","1983-12-16 18:47:14"
"67","19","1975-04-10 15:07:18"
"68","59","2008-04-08 17:42:24"
"69","66","1991-04-14 11:29:29"
"70","12","1984-01-30 14:35:02"
"71","81","2013-06-10 12:22:39"
"72","0","1994-03-04 21:54:56"
"73","28","1998-03-19 05:20:43"
"74","25","1995-04-21 21:26:41"
"75","95","1970-01-30 09:13:59"
"76","60","2009-09-27 07:03:47"
"77","57","2008-03-26 14:57:19"
"78","62","2000-08-24 22:21:25"
"79","66","1970-07-07 18:52:12"
"80","74","2021-02-14 05:55:45"
"81","87","2019-01-13 02:17:44"
"82","64","1990-01-31 20:03:24"
"83","13","1995-01-08 09:24:42"
"84","7","2013-04-10 19:35:20"
"85","77","1988-07-20 14:07:14"
"86","76","2011-06-09 02:48:18"
"87","82","2003-07-13 17:49:43"
"88","86","2012-11-13 01:12:22"
"89","61","2017-01-27 12:27:42"
"90","61","1974-12-24 19:21:56"
"91","48","1985-01-02 17:29:49"
"92","7","2021-10-28 15:03:45"
"93","6","2007-10-16 02:18:22"
"94","75","1993-10-23 18:14:58"
"95","9","2006-03-06 23:06:31"
"96","15","2004-05-31 15:27:22"
"97","57","2004-07-28 19:07:31"
"98","65","1979-09-25 00:45:13"
"99","60","1976-05-26 07:42:16"
"100","70","2000-03-09 22:17:52"
"101","72","2016-07-24 21:41:03"
"102","98","1974-11-04 11:31:59"
"103","27","1973-05-10 13:26:12"
"104","53","2017-05-28 10:58:34"
"105","31","2023-03-20 21:17:32"
"106","17","2011-02-03 03:20:05"
"107","46","2013-06-01 06:32:42"
"108","85","1985-11-05 00:20:17"
"109","30","1993-12-13 23:53:53"
"110","87","1989-07-21 02:04:37"
"111","9","1979-05-10 09:07:22"
"112","67","2020-04-10 09:15:54"
"113","63","2011-03-17 14:29:03"
"114","24","2010-09-04 00:14:33"
"115","46","1970-06-10 05:25:21"
"116","2","2000-09-11 00:27:32"
"117","63","1974-07-23 17:27:31"
"118","3","2010-06-23 04:32:39"
"119","49","2004-09-17 21:34:26"
"120","95","2016-07-30 22:44:23"
"121","50","1993-04-21 13:06:58"
"122","64","1985-09-25 12:57:40"
"123","62","1997-12-03 06:03:34"
"124","34","1989-04-06 03:16:04"
"125","78","1970-02-04 18:24:18"
"126","82","1970-09-03 18:57:40"
"127","83","2017-10-13 01:22:53"
"128","19","1979-04-23 01:23:10"
"129","96","1994-07-15 07:57:52"
"130","66","2015-10-07 17:04:42"
"131","73","1991-10-20 22:28:26"
"132","41","2002-08-25 17:04:52"
"133","22","1980-02-11 00:05:56"
"134","58","1992-09-02 17:48:39"
"135","73","2008-07-28 17:24:46"
"136","39","1970-07-14 20:29:53"
"137","66","2018-01-06 11:46:10"
"138","83","1983-03-04 11:13:24"
"139","46","1991-04-19 11:05:06"
"140","63","2013-11-23 03:08:45"
"141","1","1981-09-07 09:29:38"
"142","63","1999-11-26 08:47:13"
"143","98","2006-09-18 15:07:24"
"144","39","1974-04-15 06:07:26"
"145","34","2020-04-23 02:12:33"
