"1","79","874","1","45"
"1","98","600","9","66"
"1","89","1731","8","39"
"1","46","1199","4","79"
"1","5","1303","8","16"
"1","81","1812","1","29"
"1","66","1304","2","59"
"2","64","1778","5","76"
"2","16","694","5","31"
"2","26","956","6","68"
"2","67","1141","10","56"
"2","16","1435","2","69"
"2","35","1549","6","90"
"2","51","1326","3","74"
"2","46","1852","3","50"
"3","67","738","4","58"
"3","64","392","5","81"
"3","84","1973","4","15"
"3","9","439","7","86"
"3","66","1340","7","73"
"3","25","1499","7","33"
"3","89","1736","1","50"
"3","89","1726","4","72"
"4","64","1105","9","40"
"4","84","1630","3","38"
"4","64","1172","7","70"
"4","66","1627","10","16"
"4","98","457","1","91"
"4","31","1471","10","11"
"4","89","1179","5","63"
"4","17","1372","1","21"
"4","96","850","6","63"
"4","89","1051","9","42"
"5","98","1464","1","57"
"6","98","371","3","54"
"7","5","412","8","54"
"7","16","60","9","51"
"7","84","1618","3","37"
"7","12","1723","3","51"
"7","44","1600","7","65"
"7","35","1893","10","25"
"7","9","262","6","87"
"7","89","1049","1","37"
"7","66","263","1","91"
"8","96","1544","4","60"
"8","79","499","5","51"
"8","12","996","5","50"
"8","70","1732","4","96"
"8","86","1011","3","60"
"8","86","1681","8","85"
"8","35","1968","2","56"
"9","54","1492","4","47"
"9","98","1081","7","88"
"10","79","1916","1","48"
"10","64","1084","9","69"
"11","9","279","7","68"
"11","66","1085","5","55"
"11","81","1345","3","62"
"12","51","1864","2","44"
"12","35","567","10","54"
"12","44","1254","9","33"
"12","81","1768","2","71"
"12","79","964","2","50"
"12","51","1046","7","37"
"12","64","1877","7","81"
"12","99","1162","7","34"
"12","67","1660","7","63"
"13","84","250","7","70"
"13","81","1726","6","38"
"13","26","530","2","46"
"13","98","1462","7","34"
"13","98","1234","9","92"
"14","5","1524","6","39"
"15","84","1332","9","98"
"15","29","136","9","22"
"15","96","1689","2","73"
"15","51","119","3","47"
"15","5","376","8","20"
"15","96","407","3","82"
"15","81","1584","4","54"
"15","81","907","5","50"
"16","5","1180","3","64"
"16","98","185","3","27"
"16","70","1201","9","48"
"16","51","1048","9","29"
"16","79","1185","3","46"
"16","14","1046","3","49"
"17","25","1993","2","77"
"17","96","1607","5","23"
"17","79","1819","5","81"
"17","14","1993","6","25"
"17","67","302","3","43"
"17","64","809","7","50"
"18","17","1834","8","40"
"18","66","628","8","16"
"18","79","1600","4","10"
"19","70","1981","8","44"
"19","51","162","6","22"
"19","89","1584","2","53"
"19","84","966","4","36"
"19","70","1286","2","78"
"19","35","867","1","97"
"20","99","812","5","38"
"20","96","1089","5","13"
"20","29","460","2","97"
"20","17","630","7","51"
"20","64","443","2","66"
"20","84","1056","10","30"
"20","9","1079","6","84"
"20","64","724","8","43"
"20","35","809","6","14"
"20","67","156","8","40"
"21","51","1584","4","70"
"21","31","1170","8","44"
"21","31","1595","4","83"
"21","67","146","2","45"
"21","64","1376","5","11"
"22","12","358","3","84"
"22","96","64","3","86"
"22","70","1393","1","88"
"22","14","537","4","17"
"22","31","98","4","26"
"22","96","1691","5","27"
"22","14","1429","5","87"
"22","17","1023","10","87"
"22","31","1012","7","10"
"23","84","1472","2","48"
"23","64","195","6","55"
"24","29","1057","9","18"
"25","89","844","8","95"
"25","66","1399","8","30"
"25","86","1987","8","86"
"25","29","1823","1","57"
"25","98","369","8","33"
"26","98","1646","10","95"
"26","98","366","6","79"
"26","35","492","5","72"
"26","81","61","2","22"
"26","16","589","3","92"
"26","12","1386","4","68"
"26","51","376","4","28"
"26","54","1421","1","11"
"27","35","834","6","18"
"27","86","730","1","68"
"27","5","1109","7","49"
"27","12","1325","5","89"
"27","51","572","5","66"
"28","44","752","2","77"
"28","54","156","8","46"
"28","84","312","6","48"
"28","96","1220","3","13"
"28","99","1399","1","65"
"29","84","117","1","15"
"29","25","1140","3","68"
"29","9","1194","10","97"
"29","66","1282","8","26"
"29","84","1324","7","61"
"29","81","1130","7","73"
"29","16","772","10","29"
"29","86","1718","2","49"
"30","67","241","5","51"
"30","51","134","1","76"
"30","64","875","5","36"
"31","99","1263","8","34"
"31","25","1981","7","47"
"31","70","572","5","61"
"31","51","1999","7","64"
"31","35","9","3","75"
"32","96","441","8","23"
"32","81","1600","1","95"
"32","31","1968","7","55"
"32","86","1955","1","59"
"32","46","856","10","78"
"32","98","1609","8","21"
"32","25","46","9","19"
"33","17","68","10","37"
"33","64","376","5","41"
"33","5","1385","7","63"
"33","66","1098","3","90"
"34","29","1876","10","38"
"34","51","1976","9","72"
"34","5","1701","10","14"
"34","51","592","10","20"
"34","64","332","1","57"
"34","64","211","3","68"
"34","46","1523","2","98"
"35","96","1595","5","45"
"35","12","973","4","53"
"36","26","1544","6","93"
"36","64","77","10","95"
"36","96","951","7","94"
"36","31","1859","2","61"
"36","9","585","5","89"
"36","16","713","7","82"
"36","31","1683","7","14"
"36","96","207","1","10"
"36","89","1930","10","59"
"37","14","281","3","36"
"37","98","1128","9","48"
"37","67","1666","2","82"
"37","67","1160","4","56"
"37","70","174","1","99"
"37","84","1051","10","60"
"37","29","612","1","53"
"37","67","705","5","45"
"37","26","254","8","42"
"37","25","47","9","89"
"38","64","1379","6","96"
"38","84","1627","1","47"
"38","51","966","9","21"
"38","14","130","3","89"
"38","70","1621","3","61"
"39","89","1875","8","49"
"39","98","1199","6","87"
"39","17","1644","7","74"
"39","54","1053","5","14"
"39","16","1099","4","24"
"40","26","441","1","49"
"40","26","831","4","49"
"40","99","1738","8","13"
"40","98","1401","5","48"
"41","46","413","10","34"
"41","16","271","9","24"
"41","70","227","5","27"
"41","86","672","5","28"
"41","66","66","7","53"
"41","99","1880","8","48"
"41","79","1340","5","12"
"41","29","130","5","28"
"41","35","159","5","17"
"41","70","1170","9","89"
"42","26","1001","1","49"
"42","46","1503","8","56"
"42","86","1462","4","35"
"42","46","1734","3","64"
"43","35","1052","7","59"
"43","29","964","2","98"
"43","17","786","8","77"
"44","12","1180","4","61"
"44","51","1270","1","41"
"44","16","1635","4","25"
"44","98","537","8","30"
"45","96","1364","2","95"
"45","81","220","3","14"
"46","70","1667","7","86"
"46","46","1006","4","89"
"46","51","1754","7","80"
"46","25","1379","9","82"
"46","46","78","6","99"
"46","81","1483","10","65"
"46","64","1859","4","65"
"46","89","1406","1","96"
"47","9","115","4","57"
"47","96","1741","3","75"
"47","17","392","1","53"
"47","96","1926","7","13"
"47","26","10","10","27"
"47","66","122","7","60"
"47","70","1772","10","95"
"48","9","957","8","54"
"48","25","618","6","48"
"48","35","1954","3","44"
"48","44","43","9","84"
"48","46","386","1","96"
"48","12","281","1","69"
"48","12","1455","10","76"
"48","67","1869","7","52"
"49","46","178","2","70"
"49","35","1299","9","85"
"49","98","964","5","61"
"49","67","483","10","91"
"49","84","790","1","39"
"49","81","766","3","61"
"49","9","1799","8","27"
"50","25","58","7","44"
"50","67","1753","3","88"
"51","79","1871","4","100"
"51","29","1181","9","26"
"51","54","417","3","57"
"51","99","1418","9","100"
"51","81","1105","1","65"
"52","86","388","5","28"
"52","54","119","8","89"
"52","16","1120","3","64"
"52","31","1792","7","21"
"52","89","1678","3","50"
"52","84","883","1","82"
"52","26","1022","9","69"
"52","96","1234","4","54"
"52","66","1792","6","95"
"52","81","1580","6","59"
"53","31","10","1","68"
"53","16","1342","8","80"
"53","29","1664","6","76"
"53","17","403","7","33"
"53","26","1540","1","85"
"53","86","1938","3","22"
"53","70","156","4","95"
"54","17","680","10","46"
"54","29","432","7","97"
"54","81","793","10","71"
"55","51","332","2","26"
"55","96","606","5","29"
"55","46","618","5","47"
"55","16","820","5","55"
"55","70","1814","8","84"
"55","64","523","6","15"
"55","70","1116","3","30"
"56","70","9","6","35"
"56","67","1159","8","59"
"56","51","1596","8","38"
"56","98","254","7","40"
"56","31","1772","6","38"
"56","12","1871","9","68"
"56","29","842","7","82"
"56","12","1089","3","75"
"56","70","1128","1","68"
"57","44","672","9","84"
"57","79","130","3","60"
"57","17","490","2","31"
"57","81","834","2","52"
"57","17","1976","5","56"
"57","35","1523","9","43"
"58","46","1616","1","77"
"58","16","369","8","45"
"58","64","1766","8","94"
"58","99","1600","4","83"
"58","64","1723","10","71"
"58","67","928","2","74"
"58","29","959","4","78"
"58","12","1244","8","25"
"58","70","1622","6","80"
"58","86","1132","2","42"
"59","17","729","1","10"
"59","99","375","8","80"
"59","89","772","6","80"
"59","96","1024","6","27"
"59","86","989","8","86"
"59","5","1914","7","90"
"60","51","1475","10","19"
"60","54","1393","1","56"
"60","98","1741","2","31"
"61","86","600","5","41"
"61","17","1310","4","77"
"62","79","1211","9","64"
"62","46","1404","1","53"
"62","99","441","9","76"
"62","5","604","8","49"
"62","96","388","3","57"
"62","14","630","4","63"
"62","44","610","4","97"
"62","84","735","8","79"
"62","54","406","6","11"
"62","79","1309","5","57"
"63","31","1430","5","83"
"63","66","263","10","68"
"63","84","483","7","84"
"63","66","1217","10","59"
"63","64","1208","2","61"
"63","89","1522","2","24"
"63","81","1889","3","59"
"63","84","918","4","70"
"63","96","1876","5","86"
"63","44","1962","8","54"
"64","64","1964","2","63"
"64","51","809","6","39"
"64","99","1317","8","90"
"64","64","1981","5","90"
"64","84","1038","9","66"
"65","66","1908","4","89"
"65","35","1655","4","77"
"65","31","1170","10","23"
"65","89","1536","5","26"
"65","14","1852","2","52"
"65","26","258","2","74"
"65","98","1876","5","72"
"65","35","1885","5","25"
"65","67","606","5","18"
"66","26","845","2","48"
"66","31","366","8","68"
"66","14","1415","10","47"
"66","35","232","4","56"
"66","54","15","10","21"
"66","66","46","6","22"
"66","35","1771","8","68"
"67","14","820","7","26"
"67","86","1653","6","38"
"67","31","1262","10","95"
"67","26","1004","3","60"
"67","81","1015","4","28"
"67","5","1361","2","18"
"67","99","1912","10","32"
"67","81","1573","6","11"
"67","46","1007","9","73"
"67","98","612","2","15"
"68","26","1954","1","52"
"68","25","426","2","81"
"69","44","256","10","80"
"69","31","792","4","90"
"69","29","1821","7","59"
"70","79","1657","1","25"
"71","64","64","3","55"
"71","35","999","3","24"
"71","29","528","9","58"
"71","9","1125","3","63"
"71","9","993","9","21"
"71","44","1937","3","12"
"71","86","1056","3","28"
"71","29","1998","4","77"
"72","86","759","3","42"
"72","51","1936","6","29"
"72","66","450","2","90"
"72","67","378","10","24"
"72","12","1831","8","49"
"73","12","1345","5","69"
"73","9","492","3","94"
"73","29","965","10","71"
"73","14","853","8","13"
"74","16","1172","2","69"
